node_id,label,rung,class,family,unit,value,source
VR_M052X_piTC13_BMUE,ValidationResult,,,kcal/mol,3,,
VR_M06_piTC13_BMUE,ValidationResult,,,kcal/mol,4,,
VR_B3LYP_piTC13_BMUE,ValidationResult,,,kcal/mol,6,,
VR_M06L_piTC13_BMUE,ValidationResult,,,kcal/mol,6.4,,
VR_M062X_HC7_MUE,ValidationResult,,,kcal/mol,2.21,,
VR_M06HF_HC7_MUE,ValidationResult,,,kcal/mol,2.48,,
VR_M06_HC7_MUE,ValidationResult,,,kcal/mol,2.84,,
VR_M06L_HC7_MUE,ValidationResult,,,kcal/mol,3.23,,
VR_B3LYP_HC7_MUE,ValidationResult,,,kcal/mol,16.72,,
VR_HF_HC7_MUE,ValidationResult,,,kcal/mol,16.04,,
VR_M062X_DC10_MUE,ValidationResult,,,kcal/mol,7.9,,
VR_BMK_DC10_MUE,ValidationResult,,,kcal/mol,7.6,,
VR_M052X_DC10_MUE,ValidationResult,,,kcal/mol,8.6,,
VR_M06_DC10_MUE,ValidationResult,,,kcal/mol,10.1,,
VR_B3LYP_DC10_MUE,ValidationResult,,,kcal/mol,20.7,,
VR_PBE_DC10_MUE,ValidationResult,,,kcal/mol,38.3,,
VR_M062X_DBH76_BMUE,ValidationResult,,,kcal/mol,1.06,,
VR_BMK_DBH76_BMUE,ValidationResult,,,kcal/mol,1.29,,
VR_M052X_DBH76_BMUE,ValidationResult,,,kcal/mol,1.39,,
VR_M06_DBH76_BMUE,ValidationResult,,,kcal/mol,1.88,,
VR_B3LYP_DBH76_BMUE,ValidationResult,,,kcal/mol,3.08,,
VR_M06L_DBH76_BMUE,ValidationResult,,,kcal/mol,3.02,,
VR_HF_DBH76_BMUE,ValidationResult,,,kcal/mol,7.19,,
VR_M062X_TKNC306_BMUE,ValidationResult,,,kcal/mol,0.97,,
VR_M052X_TKNC306_BMUE,ValidationResult,,,kcal/mol,1.27,,
VR_M06_TKNC306_BMUE,ValidationResult,,,kcal/mol,1.56,,
VR_M06HF_TKNC306_BMUE,ValidationResult,,,kcal/mol,1.75,,
VR_B3LYP_TKNC306_BMUE,ValidationResult,,,kcal/mol,3.47,,
VR_PBE_TKNC306_BMUE,ValidationResult,,,kcal/mol,5.21,,
VR_HF_TKNC306_BMUE,ValidationResult,,,kcal/mol,17.05,,
VR_M062X_NCIE53_BMUE,ValidationResult,,,kcal/mol,0.37,,
VR_M052X_NCIE53_BMUE,ValidationResult,,,kcal/mol,0.54,,
VR_M06_NCIE53_BMUE,ValidationResult,,,kcal/mol,0.63,,
VR_M06HF_NCIE53_BMUE,ValidationResult,,,kcal/mol,0.57,,
VR_M06L_NCIE53_BMUE,ValidationResult,,,kcal/mol,0.66,,
VR_M062X_VRES41_MUE,ValidationResult,,,eV,0.35,,
VR_M052X_VRES41_MUE,ValidationResult,,,eV,0.34,,
VR_BMK_VRES41_MUE,ValidationResult,,,eV,0.33,,
VR_M06HF_VRES41_MUE,ValidationResult,,,eV,0.55,,
VR_M06_VRES41_MUE,ValidationResult,,,eV,0.95,,
VR_HF_VRES41_MUE,ValidationResult,,,eV,1.13,,
VR_M06HF_CTES3_MUE,ValidationResult,,,eV,0.09,,
VR_M052X_CTES3_MUE,ValidationResult,,,eV,2.42,,
VR_M062X_CTES3_MUE,ValidationResult,,,eV,2.46,,
VR_M06L_CTES3_MUE,ValidationResult,,,eV,5.44,,
VR_M062X_TME53_BMUE,ValidationResult,,,kcal/mol,19.1,,
VR_M052X_TME53_BMUE,ValidationResult,,,kcal/mol,18.8,,
VR_M06_TME53_BMUE,ValidationResult,,,kcal/mol,5.6,,
VR_M06L_TME53_BMUE,ValidationResult,,,kcal/mol,5.7,,
VR_B3LYP_TME53_BMUE,ValidationResult,,,kcal/mol,11.6,,
VR_PBE_TME53_BMUE,ValidationResult,,,kcal/mol,10.2,,
VR_M06_MAEE5_MUE,ValidationResult,,,kcal/mol,5.2,,
VR_M06L_MAEE5_MUE,ValidationResult,,,kcal/mol,4,,
VR_VSXC_MAEE5_MUE,ValidationResult,,,kcal/mol,2.8,,
VR_M06_MGE350_WMUE,ValidationResult,,,,0.67,,
VR_M06HF_MGE350_WMUE,ValidationResult,,,,0.49,,
VR_M062X_MGE350_WMUE,ValidationResult,,,,0.39,,
VR_M052X_MGE350_WMUE,ValidationResult,,,,0.46,,
VR_HF_MGE350_WMUE,ValidationResult,,,,4.35,,
VR_M06_M06E403_WMUE,ValidationResult,,,,0.62,,
VR_M05_M06E403_WMUE,ValidationResult,,,,0.74,,
VR_M06L_M06E403_WMUE,ValidationResult,,,,0.76,,
VR_M062X_M06E403_WMUE,ValidationResult,,,,1.02,,
VR_M052X_M06E403_WMUE,ValidationResult,,,,1.05,,
VR_B3LYP_M06E403_WMUE,ValidationResult,,,,1.1,,
VR_PBE_MGBL19_MUE,ValidationResult,,,Å,0.009,,
VR_VSXC_MGBL19_MUE,ValidationResult,,,Å,0.003,,
VR_TPSSh_MGBL19_MUE,ValidationResult,,,Å,0.004,,
VR_M06L_MGBL19_MUE,ValidationResult,,,Å,0.003,,
VR_M06L_MLBL13_MUE,ValidationResult,,,Å,0.011,,
VR_TPSSh_MLBL13_MUE,ValidationResult,,,Å,0.01,,
VR_PBE_MLBL13_MUE,ValidationResult,,,Å,0.01,,
VR_B3LYP_MLBL13_MUE,ValidationResult,,,Å,0.01,,
VR_PBE_TMBL8_MUE,ValidationResult,,,Å,0.031,,
VR_BLYP_TMBL8_MUE,ValidationResult,,,Å,0.039,,
VR_TPSSh_TMBL8_MUE,ValidationResult,,,Å,0.049,,
VR_M06_Freq_SF,ValidationResult,,,,0.994,,
VR_M062X_Freq_SF,ValidationResult,,,,0.982,,
VR_B3LYP_Freq_SF,ValidationResult,,,,0.998,,
VR_PBE_Freq_SF,ValidationResult,,,,1.025,,
VR_HF_Freq_SF,ValidationResult,,,,0.932,,
VR_M06_ZPVE_SF,ValidationResult,,,,0.983,,
VR_M062X_ZPVE_SF,ValidationResult,,,,0.972,,
VR_B3LYP_ZPVE_SF,ValidationResult,,,,0.985,,
VR_PBE_ZPVE_SF,ValidationResult,,,,1.012,,
VR_HF_ZPVE_SF,ValidationResult,,,,0.921,,
The ABC of DFT,Paper,,,,,,
Kohn-Sham,Functional,,,,,,
LDA,Functional,,,,,,
LSD,Functional,,,,,,
GGA,Functional,,,,,,
GEA,Functional,,,,,,
RHF,Functional,,,,,,
UHF,Functional,,,,,,
CI,Functional,,,,,,
Coupled-Cluster,Functional,,,,,,
Thomas-Fermi,Functional,,,,,,
TVW S,Functional,,,,,,
Meta GGA,Functional,,,,,,
Hybrid,Functional,,,,,,
ELSD X,Functional,,,,,,
EXACT,Functional,,,,,,
H2 molecule,BenchmarkSet,,Molecular System,,,,
H-,BenchmarkSet,,Atomic Ion,,,,
He atom,BenchmarkSet,,Atomic System,,,,
Be atom,BenchmarkSet,,Atomic System,,,,
Ne atom,BenchmarkSet,,Atomic System,,,,
Ar atom,BenchmarkSet,,Atomic System,,,,
"Atoms (H-Ne, Ar, Kr, Xe, Rn)",BenchmarkSet,,Atomic System,,,,
first twenty atoms,BenchmarkSet,,Atomic System,,,,
1d box,BenchmarkSet,,1D System,,,,
1d He,BenchmarkSet,,1D System,,,,
Uniform electron gas,BenchmarkSet,,Theoretical System,,,,
Ionization potential,Metric,,Energy,eV,,,
Correlation Energy (EC),Metric,,Energy,H,,,
Exchange Energy (EX),Metric,,Energy,H,,,
XC Energy (EXC),Metric,,Energy,H,,,
Total Energy (E),Metric,,Energy,H,,,
Kinetic Energy (T),Metric,,Energy,H,,,
KS Kinetic Energy (TS),Metric,,Energy,H,,,
Potential Energy (U),Metric,,Energy,H,,,
Potential Correlation (UC),Metric,,Energy,H,,,
Kinetic Correlation (TC),Metric,,Energy,H,,,
MAE,Metric,,Error,eV,,,
Error %,Metric,,Error,%,,,
kcal/mol,Metric,,Energy,kcal/mol,,,
Bond Length Error,Metric,,Error,%,,,
VR_LDA_H2_Overbinding_kcalmol,ValidationResult,,,kcal/mol,30,,
VR_LDA_EnergyError_H,ValidationResult,,,H,0.05,,
VR_HF_H2_Underbinding_kcalmol,ValidationResult,,,kcal/mol,100,,
VR_Hminus_EHF,ValidationResult,,,H,-0.486,,
VR_Hminus_EXACT_E,ValidationResult,,,H,-0.528,,
VR_Hminus_EX,ValidationResult,,,H,-0.381,,
VR_Hminus_EC,ValidationResult,,,H,-0.042,,
VR_He_EHF,ValidationResult,,,H,-2.862,,
VR_He_EXACT_E,ValidationResult,,,H,-2.904,,
VR_He_EX,ValidationResult,,,H,-1.025,,
VR_He_EC,ValidationResult,,,H,-0.042,,
VR_He_TS,ValidationResult,,,H,2.862,,
VR_He_T,ValidationResult,,,H,2.904,,
VR_He_U,ValidationResult,,,H,0.887,,
VR_He_TC,ValidationResult,,,H,0.037,,
VR_He_UC,ValidationResult,,,H,-0.079,,
VR_Ne_TS,ValidationResult,,,H,128.547,,
VR_Ne_T,ValidationResult,,,H,128.937,,
VR_Ne_U,ValidationResult,,,H,34.689,,
VR_Ne_TC,ValidationResult,,,H,0.39,,
VR_Ne_UC,ValidationResult,,,H,-0.78,,
VR_Ar_TS,ValidationResult,,,H,526.817,,
VR_Ar_T,ValidationResult,,,H,527.539,,
VR_Ar_U,ValidationResult,,,H,139.125,,
VR_Ar_TC,ValidationResult,,,H,0.722,,
VR_Ar_UC,ValidationResult,,,H,-1.444,,
VR_LDA_He_EX_H,ValidationResult,,,H,-0.883,,
VR_LDA_He_EX_Err,ValidationResult,,,%,-14,,
VR_LDA_He_EC_H,ValidationResult,,,H,-0.112,,
VR_LDA_He_EC_Err,ValidationResult,,,%,167,,
VR_LDA_He_EXC_H,ValidationResult,,,H,-0.996,,
VR_LDA_He_EXC_Err,ValidationResult,,,%,-7,,
VR_LDA_Be_EX_H,ValidationResult,,,H,-2.321,,
VR_LDA_Be_EC_H,ValidationResult,,,H,-0.225,,
VR_LDA_Ne_EX_H,ValidationResult,,,H,-11.021,,
VR_LDA_Ne_EC_H,ValidationResult,,,H,-0.742,,
VR_EXACT_He_IP,ValidationResult,,,eV,24.59,,
VR_LSD_He_IP,ValidationResult,,,eV,24.28,,
VR_LSDX_He_IP,ValidationResult,,,eV,22.01,,
VR_LSD_H_IP,ValidationResult,,,eV,13,,
VR_LSDX_H_IP,ValidationResult,,,eV,12.4,,
VR_HF_IP_MSE,ValidationResult,,,eV,-0.9,,
VR_LSD_IP_MAE,ValidationResult,,,eV,0.25,,
VR_LSDX_IP_MAE,ValidationResult,,,eV,0.4,,
VR_LDA_BondLength_Err,ValidationResult,,,%,1-2,,
VR_1dBox_N2_Err,ValidationResult,,,%,11,,
VR_1dBox_N3_Err,ValidationResult,,,%,9,,
VR_He_EC_Li,ValidationResult,,,H,-0.045,,
VR_He_EC_Ne,ValidationResult,,,H,-0.39,,
VR_He_EC_Rn,ValidationResult,,,H,-5.74,,
Systematic optimization of long-range corrected hybrid density functionals,Paper,,,,,,
βB97,Functional,,,,,,
βB97X,Functional,,,,,,
LYP,Functional,,,,,,
RSHX-LDA,Functional,,,,,,
βB97*,Functional,,,,,,
HCTH*,Functional,,,,,,
HCTH,Functional,,,,,,
LC-ωPBE,Functional,,,,,,
MCY1,Functional,,,,,,
MCY2,Functional,,,,,,
SAC-CI,Functional,,,,,,
Reference,Functional,,,,,,
PZ SIC,Functional,,,,,,
Training Set (412 data),BenchmarkSet,,Comprehensive Training Set,,,,
G3/99 set,BenchmarkSet,,Thermochemistry,,,,
G2-1 set (IPs),BenchmarkSet,,Ionization Potentials,,,,
G2-1 set (EAs),BenchmarkSet,,Electron Affinities,,,,
G2-1 set (PAs),BenchmarkSet,,Proton Affinities,,,,
NHTBH38/04 set,BenchmarkSet,,Non-Hydrogen-Transfer Barrier Heights,,,,
HTBH38/04 set,BenchmarkSet,,Hydrogen-Transfer Barrier Heights,,,,
S22 set,BenchmarkSet,,Noncovalent Interactions,,,,
Atomic energies (H to Ar),BenchmarkSet,,Atomic Energies,,,,
G3/05 test set,BenchmarkSet,,Atomization energies,,,,
Reaction energies (30 reactions),BenchmarkSet,,Reaction Energies,,,,
Noncovalent interactions (29),BenchmarkSet,,Noncovalent Test Set,,,,
Optimized geometry properties (166),BenchmarkSet,,Geometry Properties,,,,
Symmetric Radical Cations Dissociation Curves,BenchmarkSet,,Dissociation Energy Curves,,,,
Long-range CT Excitation Curve (C2H4-C2F4),BenchmarkSet,,Charge-Transfer Excitation Curve,,,,
Heavy-atom transfer reactions,BenchmarkSet,,NHTBH38/04 subset,,,,
Nucleophilic substitution reactions,BenchmarkSet,,NHTBH38/04 subset,,,,
Unimolecular and association reactions,BenchmarkSet,,NHTBH38/04 subset,,,,
S22 H-bonded,BenchmarkSet,,S22 Subset,,,,
S22 Dispersion,BenchmarkSet,,S22 Subset,,,,
S22 Mixed,BenchmarkSet,,S22 Subset,,,,
CT7/04 database,BenchmarkSet,,Charge-transfer complexes,,,,
DI6/04 database,BenchmarkSet,,Dipole-dipole interaction complexes,,,,
WI7/05 database,BenchmarkSet,,Weak-interaction complexes,,,,
DNA H-bonded,BenchmarkSet,,DNA Base Pairs,,,,
DNA Interstrand,BenchmarkSet,,DNA Base Pairs,,,,
DNA Stacked,BenchmarkSet,,DNA Base Pairs,,,,
EXTS,BenchmarkSet,,Equilibrium Experimental Test Set,,,,
H2+​,BenchmarkSet,,Symmetric Radical Cation,,,,
He2+​,BenchmarkSet,,Symmetric Radical Cation,,,,
Ne2+​,BenchmarkSet,,Symmetric Radical Cation,,,,
Ar2+​,BenchmarkSet,,Symmetric Radical Cation,,,,
C2H4-C2F4 dimer,BenchmarkSet,,Charge-Transfer Excitation,,,,
All (394 subset),BenchmarkSet,,Training Set Subset,,,,
Re,Metric,,Equilibrium bond length,Å,,,
De,Metric,,Dissociation energy,kcal/mol,,,
rms,Metric,,Root Mean Square Error,kcal/mol,,,
β,Metric,,Range Separation Parameter,bohr⁻¹,,,
rms_A,Metric,,Root Mean Square Error,Å,,,
MSE_A,Metric,,Mean Signed Error,Å,,,
MAE_A,Metric,,Mean Absolute Error,Å,,,
Excitation Energy,Metric,,,eV,,,
VR_betaB97_beta,ValidationResult,,,bohr⁻¹,0.4,,
VR_betaB97X_beta,ValidationResult,,,bohr⁻¹,0.3,,
VR_betaB97X_cx,ValidationResult,,,,0.157706,,
VR_AE_B97X_MAE,ValidationResult,,,kcal/mol,2.09,,
VR_AE_B97_MAE,ValidationResult,,,kcal/mol,2.56,,
VR_AE_B97star_MAE,ValidationResult,,,kcal/mol,2.99,,
VR_AE_B3LYP_MAE,ValidationResult,,,kcal/mol,5.46,,
VR_AE_BLYP_MAE,ValidationResult,,,kcal/mol,9.77,,
VR_ALL_B97X_MAE,ValidationResult,,,kcal/mol,2.05,,
VR_ALL_B97_MAE,ValidationResult,,,kcal/mol,2.39,,
VR_ALL_B3LYP_MAE,ValidationResult,,,kcal/mol,4.75,,
VR_S22_B97X_MAE,ValidationResult,,,kcal/mol,0.87,,
VR_S22_B97_MAE,ValidationResult,,,kcal/mol,0.6,,
VR_S22_B3LYP_MAE,ValidationResult,,,kcal/mol,3.94,,
VR_G305_B97X_MAE,ValidationResult,,,kcal/mol,3.6,,
VR_G305_B97_MAE,ValidationResult,,,kcal/mol,4.25,,
VR_G305_BLYP_MAE,ValidationResult,,,kcal/mol,10.65,,
VR_EXTS_B97X_RMS,ValidationResult,,,Å,0.014,,
VR_EXTS_B97_RMS,ValidationResult,,,Å,0.015,,
VR_EXTS_B3LYP_RMS,ValidationResult,,,Å,0.013,,
VR_H2p_B97X_Re,ValidationResult,,,Å,1.102,,
VR_H2p_Ref_Re,ValidationResult,,,Å,1.057,,
VR_H2p_B3LYP_Re,ValidationResult,,,Å,1.114,,
VR_H2p_B97X_De,ValidationResult,,,kcal/mol,68.4,,
VR_H2p_Ref_De,ValidationResult,,,kcal/mol,64.4,,
VR_H2p_B3LYP_De,ValidationResult,,,kcal/mol,67.9,,
VR_Ar2p_B97X_Eb100,ValidationResult,,,kcal/mol,-13.8,,
VR_Ar2p_B97_Eb100,ValidationResult,,,kcal/mol,-9.5,,
VR_RXN30_B97X_MAE,ValidationResult,,,kcal/mol,1.74,,
VR_RXN30_B97_MAE,ValidationResult,,,kcal/mol,1.97,,
VR_RXN30_B3LYP_MAE,ValidationResult,,,kcal/mol,2,,
VR_CT7_B97X_MAE,ValidationResult,,,kcal/mol,0.4,,
VR_CT7_B97_MAE,ValidationResult,,,kcal/mol,0.35,,
VR_CT7_B3LYP_MAE,ValidationResult,,,kcal/mol,0.56,,
VR_S22_B97X_RMS,ValidationResult,,,kcal/mol,1.3,,
VR_S22_B97_RMS,ValidationResult,,,kcal/mol,0.8,,
VR_S22_B3LYP_RMS,ValidationResult,,,kcal/mol,5.16,,
VR_S22H_B97X_MAE,ValidationResult,,,kcal/mol,0.6,,
VR_S22H_B97_MAE,ValidationResult,,,kcal/mol,0.63,,
VR_S22D_B97X_MAE,ValidationResult,,,kcal/mol,1.51,,
VR_S22D_B97_MAE,ValidationResult,,,kcal/mol,0.82,,
VR_S22M_B97X_MAE,ValidationResult,,,kcal/mol,0.42,,
VR_S22M_B97_MAE,ValidationResult,,,kcal/mol,0.33,,
VR_DIPOLE_B97X_MAE,ValidationResult,,,kcal/mol,0.5,,
VR_DIPOLE_B97_MAE,ValidationResult,,,kcal/mol,0.56,,
VR_WEAK_B97X_MAE,ValidationResult,,,kcal/mol,0.09,,
VR_WEAK_B97_MAE,ValidationResult,,,kcal/mol,0.13,,
VR_DNAH_B97X_MAE,ValidationResult,,,kcal/mol,0.89,,
VR_DNAH_B97_MAE,ValidationResult,,,kcal/mol,1.08,,
VR_DNAI_B97X_MAE,ValidationResult,,,kcal/mol,0.77,,
VR_DNAI_B97_MAE,ValidationResult,,,kcal/mol,0.8,,
VR_DNAS_B97X_MAE,ValidationResult,,,kcal/mol,3.23,,
VR_DNAS_B97_MAE,ValidationResult,,,kcal/mol,2.19,,
VR_EXTS_B97X_MSE,ValidationResult,,,Å,-0.003,,
VR_EXTS_B97X_MAE,ValidationResult,,,Å,0.009,,
VR_EXTS_B97_MSE,ValidationResult,,,Å,-0.002,,
VR_EXTS_B97_MAE,ValidationResult,,,Å,0.01,,
VR_EXTS_B3LYP_MSE,ValidationResult,,,Å,0.003,,
VR_EXTS_B3LYP_MAE,ValidationResult,,,Å,0.008,,
GGAs,Functional,,,,,,
Semiempirical GGA-Type Density Functional Constructed with a Long-Range Dispersion Correction,Paper,,,,,,
B97-GGA-1,Functional,,,,,,
DFT-D,Functional,,,,,,
G2/97,BenchmarkSet,,Thermochemistry (148 entries),,,,
Reactions_T4,BenchmarkSet,,Main Group Reactions & Barriers (21 entries),,,,
Metals_T4,BenchmarkSet,,Transition Metal Reactions (18 entries),,,,
Noncovalent_T5,BenchmarkSet,,Noncovalent Complexes (40 entries),,,,
GroupII_Clusters_T6,BenchmarkSet,,"Be, Mg, Ca Clusters",,,,
Molecular_Geometries_T7,BenchmarkSet,,Geometries (17 parameters),,,,
G2/97 training set,BenchmarkSet,,Training Set,,,,
Error spread,Metric,,Deviation Range,kcal mol⁻¹,,,
MAD_pm,Metric,,Mean Absolute Deviation,pm,,,
s6​,Metric,,Dispersion Scale Factor,,,,
VR_MAD_B97D_G297,ValidationResult,,,kcal mol⁻¹,3.8,,
VR_MAD_BLYP_G297,ValidationResult,,,kcal mol⁻¹,7.1,,
VR_MAD_PBE_G297,ValidationResult,,,kcal mol⁻¹,16.7,,
VR_MAD_TPSS_G297,ValidationResult,,,kcal mol⁻¹,6.1,,
VR_MAD_B3LYP_G297,ValidationResult,,,kcal mol⁻¹,3.6,,
VR_ES_B97D_G297,ValidationResult,,,kcal mol⁻¹,40.2,,
VR_MAD_B97D_Rxns,ValidationResult,,,kcal mol⁻¹,7.8,,
VR_MAD_BLYP_Rxns,ValidationResult,,,kcal mol⁻¹,15.5,,
VR_MAD_B97D_Metals,ValidationResult,,,kcal mol⁻¹,2.5,,
VR_MAD_B3LYP_Metals,ValidationResult,,,kcal mol⁻¹,5.4,,
VR_MAD_B97D_NC,ValidationResult,,,kcal mol⁻¹,0.39,,
VR_MAD_PBE_NC,ValidationResult,,,kcal mol⁻¹,1.02,,
VR_MAD_BLYP_NC,ValidationResult,,,kcal mol⁻¹,0.71,,
VR_MAD_TPSS_NC,ValidationResult,,,kcal mol⁻¹,0.81,,
VR_MAD_B3LYP_NC,ValidationResult,,,kcal mol⁻¹,0.77,,
VR_MAD_B97D_G297_old,ValidationResult,,,kcal mol⁻¹,4.6,,
VR_MAD_B97D_GroupII,ValidationResult,,,kcal mol⁻¹,5.7,,
VR_MAD_TPSS_GroupII,ValidationResult,,,kcal mol⁻¹,16.3,,
VR_MAD_B3LYP_GroupII,ValidationResult,,,kcal mol⁻¹,11.8,,
VR_MAD_B97D_Geom,ValidationResult,,,pm,3.9,,
VR_MAD_PBE_Geom,ValidationResult,,,pm,3.7,,
VR_s6_PBE,ValidationResult,,,,0.75,,
VR_s6_BLYP,ValidationResult,,,,1.2,,
VR_s6_BP86,ValidationResult,,,,1.05,,
VR_s6_TPSS,ValidationResult,,,,1,,
VR_s6_B3LYP,ValidationResult,,,,1.05,,
VR_s6_B97D,ValidationResult,,,,1.25,,
S66: A Well-balanced Database of Benchmark Interaction Energies Relevant to Biomolecular Structures,Paper,,,,,,
CCSD(T)/CBS,Functional,,,,,,
MP3,Functional,,,,,,
CCSD,Functional,,,,,,
MP2.5,Functional,,,,,,
SCS-MP2,Functional,,,,,,
SCS-MI-MP2,Functional,,,,,,
SCS-CCSD,Functional,,,,,,
SCS-MI-CCSD,Functional,,,,,,
DW-MP2,Functional,,,,,,
MP2C,Functional,,,,,,
SCC-DFTB,Functional,,,,,,
DFT-SAPT,Functional,,,,,,
PBE0AC,Functional,,,,,,
S66 × 8,BenchmarkSet,,Dissociation Curves Database,,,,
S22 × 5,BenchmarkSet,,Dissociation Curves Database,,,,
GMTKN30,BenchmarkSet,,Superdatabase,,,,
S26 set,BenchmarkSet,,Extended S22,,,,
Friesner 2027 complex database,BenchmarkSet,,Large Interaction Energy Database,,,,
Small Test Complexes (Accuracy Assessment),BenchmarkSet,,,,,,
hydrogen bonding category,BenchmarkSet,,S66 Subset,,,,
dispersion-dominated category,BenchmarkSet,,S66 Subset,,,,
other category,BenchmarkSet,,S66 Subset,,,,
SAPT-electrostatic category,BenchmarkSet,,S66 Subset,,,,
SAPT-dispersion category,BenchmarkSet,,S66 Subset,,,,
SAPT-mixed category,BenchmarkSet,,S66 Subset,,,,
π⋅π stacking (S66 dispersion subset),BenchmarkSet,,S66 Subset,,,,
aliphatic ⋅ aliphatic (S66 dispersion subset),BenchmarkSet,,S66 Subset,,,,
π⋅aliphatic (S66 dispersion subset),BenchmarkSet,,S66 Subset,,,,
water ⋅ water,BenchmarkSet,,S66 Complex,,,,
water ⋅ MeOH,BenchmarkSet,,S66 Complex,,,,
water ⋅ MeNH2,BenchmarkSet,,S66 Complex,,,,
water ⋅ peptide,BenchmarkSet,,S66 Complex,,,,
MeOH ⋅ MeOH,BenchmarkSet,,S66 Complex,,,,
MeOH ⋅ MeNH2,BenchmarkSet,,S66 Complex,,,,
MeOH ⋅ peptide,BenchmarkSet,,S66 Complex,,,,
MeOH ⋅ water,BenchmarkSet,,S66 Complex,,,,
MeNH2 ⋅ MeOH,BenchmarkSet,,S66 Complex,,,,
MeNH2 ⋅ MeNH2,BenchmarkSet,,S66 Complex,,,,
MeNH2 ⋅ peptide,BenchmarkSet,,S66 Complex,,,,
MeNH2 ⋅ water,BenchmarkSet,,S66 Complex,,,,
peptide ⋅ MeOH,BenchmarkSet,,S66 Complex,,,,
peptide ⋅ MeNH2,BenchmarkSet,,S66 Complex,,,,
peptide ⋅ peptide,BenchmarkSet,,S66 Complex,,,,
peptide ⋅ water,BenchmarkSet,,S66 Complex,,,,
uracil ⋅ uracil (BP),BenchmarkSet,,S66 Complex,,,,
water ⋅ pyridine,BenchmarkSet,,S66 Complex,,,,
MeOH ⋅ pyridine,BenchmarkSet,,S66 Complex,,,,
AcOH ⋅ AcOH,BenchmarkSet,,S66 Complex,,,,
AcNH2 ⋅ AcNH2,BenchmarkSet,,S66 Complex,,,,
AcOH ⋅ uracil,BenchmarkSet,,S66 Complex,,,,
AcNH2 ⋅ uracil,BenchmarkSet,,S66 Complex,,,,
benzene ⋅ benzene (π⋅π),BenchmarkSet,,S66 Complex,,,,
pyridine ⋅ pyridine (π⋅π),BenchmarkSet,,S66 Complex,,,,
uracil ⋅ uracil (π⋅π),BenchmarkSet,,S66 Complex,,,,
benzene ⋅ pyridine (π⋅π),BenchmarkSet,,S66 Complex,,,,
benzene ⋅ uracil (π⋅π),BenchmarkSet,,S66 Complex,,,,
pyridine ⋅ uracil (π⋅π),BenchmarkSet,,S66 Complex,,,,
benzene ⋅ ethene,BenchmarkSet,,S66 Complex,,,,
uracil ⋅ ethene,BenchmarkSet,,S66 Complex,,,,
uracil ⋅ ethyne,BenchmarkSet,,S66 Complex,,,,
pyridine ⋅ ethene,BenchmarkSet,,S66 Complex,,,,
pentane ⋅ pentane,BenchmarkSet,,S66 Complex,,,,
neopentane ⋅ pentane,BenchmarkSet,,S66 Complex,,,,
neopentane ⋅ neopentane,BenchmarkSet,,S66 Complex,,,,
cyclopentane ⋅ neopentane,BenchmarkSet,,S66 Complex,,,,
cyclopentane ⋅ cyclopentane,BenchmarkSet,,S66 Complex,,,,
benzene ⋅ cyclopentane,BenchmarkSet,,S66 Complex,,,,
benzene ⋅ neopentane,BenchmarkSet,,S66 Complex,,,,
uracil ⋅ pentane,BenchmarkSet,,S66 Complex,,,,
uracil ⋅ cyclopentane,BenchmarkSet,,S66 Complex,,,,
uracil ⋅ neopentane,BenchmarkSet,,S66 Complex,,,,
ethene ⋅ pentane,BenchmarkSet,,S66 Complex,,,,
ethyne ⋅ pentane,BenchmarkSet,,S66 Complex,,,,
peptide ⋅ pentane,BenchmarkSet,,S66 Complex,,,,
benzene ⋅ benzene (TS),BenchmarkSet,,S66 Complex,,,,
pyridine ⋅ pyridine (TS),BenchmarkSet,,S66 Complex,,,,
benzene ⋅ pyridine (TS),BenchmarkSet,,S66 Complex,,,,
benzene ⋅ ethyne (CH ⋅⋅⋅π),BenchmarkSet,,S66 Complex,,,,
ethyne ⋅ ethyne (TS),BenchmarkSet,,S66 Complex,,,,
benzene ⋅ AcOH (OH ⋅⋅⋅π),BenchmarkSet,,S66 Complex,,,,
benzene ⋅ AcNH2 (NH ⋅⋅⋅π),BenchmarkSet,,S66 Complex,,,,
benzene ⋅ water (OH ⋅⋅⋅π),BenchmarkSet,,S66 Complex,,,,
benzene ⋅ MeOH (OH ⋅⋅⋅π),BenchmarkSet,,S66 Complex,,,,
benzene ⋅ MeNH2 (NH ⋅⋅⋅π),BenchmarkSet,,S66 Complex,,,,
benzene ⋅ peptide (NH ⋅⋅⋅π),BenchmarkSet,,S66 Complex,,,,
pyridine ⋅ pyridine (CH ⋅⋅⋅N),BenchmarkSet,,S66 Complex,,,,
ethyne ⋅ water (CH ⋅⋅⋅O),BenchmarkSet,,S66 Complex,,,,
ethyne ⋅ AcOH (OH ⋅⋅⋅π),BenchmarkSet,,S66 Complex,,,,
pentane ⋅ AcOH,BenchmarkSet,,S66 Complex,,,,
pentane ⋅ AcNH2,BenchmarkSet,,S66 Complex,,,,
benzene ⋅ AcOH,BenchmarkSet,,S66 Complex,,,,
peptide ⋅ ethene,BenchmarkSet,,S66 Complex,,,,
pyridine ⋅ ethyne,BenchmarkSet,,S66 Complex,,,,
MeNH2 ⋅ pyridine,BenchmarkSet,,S66 Complex,,,,
RMSE,Metric,,,kcal/mol,,,
AVG,Metric,,,kcal/mol,,,
